path,n_objects,response
data/vlm/2D/counting_control/images/nObjects=1_trial=11.png,1,[2].
data/vlm/2D/counting_control/images/nObjects=7_trial=6.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=51.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=14_trial=46.png,14,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=10.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=18_trial=95.png,18,[14]
data/vlm/2D/counting_control/images/nObjects=15_trial=50.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=5_trial=79.png,5,[down].
data/vlm/2D/counting_control/images/nObjects=20_trial=15.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=2_trial=68.png,2,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=99.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=13_trial=84.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=13_trial=32.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=20_trial=79.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=11_trial=27.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=9_trial=70.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=5.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=74.png,5,[4]
data/vlm/2D/counting_control/images/nObjects=16_trial=70.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=7_trial=98.png,7,[5] Cloud.
data/vlm/2D/counting_control/images/nObjects=2_trial=62.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=6_trial=40.png,6,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=4.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=13_trial=78.png,13,[1]
data/vlm/2D/counting_control/images/nObjects=16_trial=22.png,16,[5]
data/vlm/2D/counting_control/images/nObjects=16_trial=99.png,16,[13]
data/vlm/2D/counting_control/images/nObjects=7_trial=19.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=19_trial=62.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=17_trial=89.png,17,[14]
data/vlm/2D/counting_control/images/nObjects=12_trial=84.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=13.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=26.png,8,[1]
data/vlm/2D/counting_control/images/nObjects=20_trial=38.png,20,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=83.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=7_trial=95.png,7,[1] [2]
data/vlm/2D/counting_control/images/nObjects=5_trial=76.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=19_trial=76.png,19,[14]
data/vlm/2D/counting_control/images/nObjects=4_trial=87.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=91.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=11_trial=94.png,11,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=85.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=6_trial=49.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=57.png,11,[5] Infinite.
data/vlm/2D/counting_control/images/nObjects=8_trial=78.png,8,[1] [2]
data/vlm/2D/counting_control/images/nObjects=2_trial=17.png,2,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=53.png,7,[1] [2]
data/vlm/2D/counting_control/images/nObjects=20_trial=78.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=8_trial=51.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=19_trial=86.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=5_trial=10.png,5,[4]
data/vlm/2D/counting_control/images/nObjects=14_trial=76.png,14,[15].
data/vlm/2D/counting_control/images/nObjects=10_trial=30.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=16_trial=74.png,16,[1] [2]
data/vlm/2D/counting_control/images/nObjects=7_trial=21.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=13_trial=70.png,13,[1] [3]
data/vlm/2D/counting_control/images/nObjects=11_trial=90.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=8_trial=49.png,8,[1]
data/vlm/2D/counting_control/images/nObjects=16_trial=35.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=6_trial=29.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=5_trial=61.png,5,[4]
data/vlm/2D/counting_control/images/nObjects=6_trial=41.png,6,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=28.png,2,[1]
data/vlm/2D/counting_control/images/nObjects=8_trial=38.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=13_trial=14.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=2_trial=23.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=20_trial=65.png,20,[15].
data/vlm/2D/counting_control/images/nObjects=14_trial=99.png,14,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=19.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=17_trial=66.png,17,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=0.png,12,[1]* [2]
data/vlm/2D/counting_control/images/nObjects=19_trial=16.png,19,[14]
data/vlm/2D/counting_control/images/nObjects=16_trial=91.png,16,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=87.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=33.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=14_trial=58.png,14,[1]
data/vlm/2D/counting_control/images/nObjects=2_trial=91.png,2,[1]
data/vlm/2D/counting_control/images/nObjects=5_trial=98.png,5,[1] [2]
data/vlm/2D/counting_control/images/nObjects=8_trial=72.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=75.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=17_trial=13.png,17,[13]
data/vlm/2D/counting_control/images/nObjects=13_trial=21.png,13,"[1], [2],"
data/vlm/2D/counting_control/images/nObjects=20_trial=21.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=8_trial=88.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=16.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=42.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=7_trial=66.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=9.png,18,[13]
data/vlm/2D/counting_control/images/nObjects=1_trial=52.png,1,1.
data/vlm/2D/counting_control/images/nObjects=5_trial=17.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=6_trial=16.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=15_trial=8.png,15,[1] [2]
data/vlm/2D/counting_control/images/nObjects=4_trial=45.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=53.png,1,[5].
data/vlm/2D/counting_control/images/nObjects=17_trial=8.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=7_trial=29.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=8_trial=74.png,8,[5] Infinite.
data/vlm/2D/counting_control/images/nObjects=18_trial=75.png,18,[14]
data/vlm/2D/counting_control/images/nObjects=18_trial=74.png,18,[1]
data/vlm/2D/counting_control/images/nObjects=2_trial=44.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=16_trial=94.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=5_trial=19.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=8_trial=52.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=90.png,4,[4]
data/vlm/2D/counting_control/images/nObjects=6_trial=58.png,6,[0]
data/vlm/2D/counting_control/images/nObjects=4_trial=95.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=19_trial=58.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=20_trial=82.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=12_trial=22.png,12,[1] [2]
data/vlm/2D/counting_control/images/nObjects=17_trial=46.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=7_trial=55.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=13_trial=69.png,13,[5].
data/vlm/2D/counting_control/images/nObjects=8_trial=56.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=51.png,4,[2].
data/vlm/2D/counting_control/images/nObjects=3_trial=99.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=14_trial=43.png,14,"[1], [2],"
data/vlm/2D/counting_control/images/nObjects=9_trial=95.png,9,[1] [2]
data/vlm/2D/counting_control/images/nObjects=8_trial=16.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=89.png,5,[S]
data/vlm/2D/counting_control/images/nObjects=5_trial=40.png,5,[1] [2]
data/vlm/2D/counting_control/images/nObjects=20_trial=37.png,20,[16].
data/vlm/2D/counting_control/images/nObjects=4_trial=59.png,4,[4]
data/vlm/2D/counting_control/images/nObjects=5_trial=31.png,5,"[right, 4]."
data/vlm/2D/counting_control/images/nObjects=2_trial=69.png,2,[1]
data/vlm/2D/counting_control/images/nObjects=20_trial=43.png,20,[14].
data/vlm/2D/counting_control/images/nObjects=17_trial=23.png,17,"[1], [2],"
data/vlm/2D/counting_control/images/nObjects=4_trial=86.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=69.png,1,1.
data/vlm/2D/counting_control/images/nObjects=1_trial=74.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=19_trial=66.png,19,[14]
data/vlm/2D/counting_control/images/nObjects=14_trial=29.png,14,[1] [3]
data/vlm/2D/counting_control/images/nObjects=3_trial=20.png,3,[left]
data/vlm/2D/counting_control/images/nObjects=11_trial=28.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=19_trial=39.png,19,[14]
data/vlm/2D/counting_control/images/nObjects=20_trial=26.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=3_trial=57.png,3,[3]
data/vlm/2D/counting_control/images/nObjects=17_trial=6.png,17,[1][2][3
data/vlm/2D/counting_control/images/nObjects=7_trial=24.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=20_trial=52.png,20,[15].
data/vlm/2D/counting_control/images/nObjects=2_trial=76.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=17_trial=10.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=7_trial=10.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=15_trial=46.png,15,"[1,4,6"
data/vlm/2D/counting_control/images/nObjects=16_trial=3.png,16,[5]
data/vlm/2D/counting_control/images/nObjects=12_trial=58.png,12,[1] [3]
data/vlm/2D/counting_control/images/nObjects=20_trial=17.png,20,[16].
data/vlm/2D/counting_control/images/nObjects=9_trial=77.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=97.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=17_trial=32.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=6_trial=3.png,6,[5]
data/vlm/2D/counting_control/images/nObjects=16_trial=65.png,16,"[1], [2],"
data/vlm/2D/counting_control/images/nObjects=19_trial=40.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=63.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=17.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=20_trial=44.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=14_trial=15.png,14,[1] [2]
data/vlm/2D/counting_control/images/nObjects=1_trial=85.png,1,[5].
data/vlm/2D/counting_control/images/nObjects=10_trial=78.png,10,[5].
data/vlm/2D/counting_control/images/nObjects=1_trial=98.png,1,1
data/vlm/2D/counting_control/images/nObjects=7_trial=69.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=3_trial=97.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=19_trial=61.png,19,"[1], [2],"
data/vlm/2D/counting_control/images/nObjects=7_trial=44.png,7,[1] [2]
data/vlm/2D/counting_control/images/nObjects=14_trial=90.png,14,[1] [3]
data/vlm/2D/counting_control/images/nObjects=15_trial=74.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=9_trial=94.png,9,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=64.png,6,[1] [2]
data/vlm/2D/counting_control/images/nObjects=17_trial=93.png,17,[14]
data/vlm/2D/counting_control/images/nObjects=7_trial=71.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=15_trial=7.png,15,[15].
data/vlm/2D/counting_control/images/nObjects=17_trial=92.png,17,[5]
data/vlm/2D/counting_control/images/nObjects=3_trial=14.png,3,[1] Blue triangle [
data/vlm/2D/counting_control/images/nObjects=13_trial=42.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=18_trial=14.png,18,[14]
data/vlm/2D/counting_control/images/nObjects=20_trial=6.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=3_trial=68.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=26.png,12,[1] [2]
data/vlm/2D/counting_control/images/nObjects=1_trial=22.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=19_trial=80.png,19,[14]
data/vlm/2D/counting_control/images/nObjects=1_trial=88.png,1,1.
data/vlm/2D/counting_control/images/nObjects=18_trial=31.png,18,[14]
data/vlm/2D/counting_control/images/nObjects=18_trial=85.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=8_trial=73.png,8,[1]
data/vlm/2D/counting_control/images/nObjects=10_trial=92.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=18_trial=24.png,18,[16].
data/vlm/2D/counting_control/images/nObjects=3_trial=44.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=95.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=13_trial=13.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=37.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=17_trial=36.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=5_trial=85.png,5,"[left arrow, cloud,"
data/vlm/2D/counting_control/images/nObjects=12_trial=77.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=3_trial=61.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=86.png,12,[5].
data/vlm/2D/counting_control/images/nObjects=8_trial=90.png,8,[1]
data/vlm/2D/counting_control/images/nObjects=4_trial=11.png,4,"[1, 2,"
data/vlm/2D/counting_control/images/nObjects=16_trial=48.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=9_trial=39.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=62.png,1,1.
data/vlm/2D/counting_control/images/nObjects=17_trial=30.png,17,[13]
data/vlm/2D/counting_control/images/nObjects=12_trial=99.png,12,[1] [2]
data/vlm/2D/counting_control/images/nObjects=5_trial=69.png,5,[4]
data/vlm/2D/counting_control/images/nObjects=10_trial=23.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=16_trial=95.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=20_trial=19.png,20,[15].
data/vlm/2D/counting_control/images/nObjects=19_trial=95.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=17_trial=3.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=17_trial=2.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=17_trial=82.png,17,[1] [3]
data/vlm/2D/counting_control/images/nObjects=13_trial=92.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=6_trial=14.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=13_trial=61.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=45.png,1,1.
data/vlm/2D/counting_control/images/nObjects=1_trial=57.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=14_trial=64.png,14,[5].
data/vlm/2D/counting_control/images/nObjects=11_trial=63.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=62.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=11_trial=93.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=57.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=13_trial=37.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=2_trial=71.png,2,[2]
data/vlm/2D/counting_control/images/nObjects=3_trial=35.png,3,[3]
data/vlm/2D/counting_control/images/nObjects=1_trial=21.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=2_trial=58.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=19_trial=35.png,19,[13]
data/vlm/2D/counting_control/images/nObjects=9_trial=65.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=12_trial=45.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=14_trial=98.png,14,[1]
data/vlm/2D/counting_control/images/nObjects=10_trial=28.png,10,[5].
data/vlm/2D/counting_control/images/nObjects=13_trial=26.png,13,[5].
data/vlm/2D/counting_control/images/nObjects=6_trial=8.png,6,"[X], [X],"
data/vlm/2D/counting_control/images/nObjects=1_trial=65.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=7_trial=35.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=6_trial=24.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=4_trial=37.png,4,[4]
data/vlm/2D/counting_control/images/nObjects=9_trial=54.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=3_trial=10.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=5.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=62.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=2_trial=90.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=14_trial=50.png,14,[1] [2]
data/vlm/2D/counting_control/images/nObjects=11_trial=24.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=12_trial=2.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=56.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=13_trial=66.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=3_trial=53.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=5_trial=0.png,5,"[arrow, infinity,"
data/vlm/2D/counting_control/images/nObjects=7_trial=4.png,7,[5].
data/vlm/2D/counting_control/images/nObjects=13_trial=96.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=2_trial=46.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=4_trial=32.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=3_trial=11.png,3,"[left, right]"
data/vlm/2D/counting_control/images/nObjects=1_trial=38.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=13_trial=79.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=7_trial=30.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=6.png,15,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=72.png,13,[15].
data/vlm/2D/counting_control/images/nObjects=16_trial=38.png,16,[1] [2]
data/vlm/2D/counting_control/images/nObjects=16_trial=52.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=6_trial=23.png,6,[5]
data/vlm/2D/counting_control/images/nObjects=19_trial=34.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=4_trial=83.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=9_trial=3.png,9,[1] [2]
data/vlm/2D/counting_control/images/nObjects=9_trial=93.png,9,[1] [2]
data/vlm/2D/counting_control/images/nObjects=9_trial=51.png,9,[5].
data/vlm/2D/counting_control/images/nObjects=7_trial=89.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=10.png,15,[15].
data/vlm/2D/counting_control/images/nObjects=8_trial=25.png,8,[1] [2]
data/vlm/2D/counting_control/images/nObjects=18_trial=92.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=1_trial=66.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=10_trial=69.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=50.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=14_trial=73.png,14,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=14.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=71.png,1,1
data/vlm/2D/counting_control/images/nObjects=2_trial=38.png,2,[1]
data/vlm/2D/counting_control/images/nObjects=6_trial=66.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=16.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=14_trial=68.png,14,[1]
data/vlm/2D/counting_control/images/nObjects=20_trial=42.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=20_trial=59.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=1_trial=20.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=16_trial=53.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=7.png,12,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=59.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=3_trial=93.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=15_trial=22.png,15,[5].
data/vlm/2D/counting_control/images/nObjects=2_trial=81.png,2,1.
data/vlm/2D/counting_control/images/nObjects=5_trial=35.png,5,[left].
data/vlm/2D/counting_control/images/nObjects=1_trial=79.png,1,1
data/vlm/2D/counting_control/images/nObjects=7_trial=40.png,7,[1] [2]
data/vlm/2D/counting_control/images/nObjects=19_trial=53.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=15_trial=88.png,15,[15].
data/vlm/2D/counting_control/images/nObjects=20_trial=13.png,20,[16].
data/vlm/2D/counting_control/images/nObjects=15_trial=42.png,15,[10].
data/vlm/2D/counting_control/images/nObjects=19_trial=45.png,19,[15]
data/vlm/2D/counting_control/images/nObjects=7_trial=7.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=20_trial=50.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=3_trial=16.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=4_trial=38.png,4,[2].
data/vlm/2D/counting_control/images/nObjects=4_trial=47.png,4,[left arrow]
data/vlm/2D/counting_control/images/nObjects=13_trial=9.png,13,[1] [3]
data/vlm/2D/counting_control/images/nObjects=20_trial=94.png,20,[15].
data/vlm/2D/counting_control/images/nObjects=16_trial=51.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=14_trial=31.png,14,[1] [3]
data/vlm/2D/counting_control/images/nObjects=15_trial=19.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=74.png,12,[1] [2]
data/vlm/2D/counting_control/images/nObjects=10_trial=15.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=16_trial=37.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=90.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=16_trial=93.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=20.png,13,[5].
data/vlm/2D/counting_control/images/nObjects=20_trial=99.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=18_trial=13.png,18,[16].
data/vlm/2D/counting_control/images/nObjects=19_trial=24.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=11_trial=60.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=74.png,6,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=12.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=40.png,4,[1] Blue dot [
data/vlm/2D/counting_control/images/nObjects=11_trial=53.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=3.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=3_trial=12.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=15_trial=55.png,15,[15].
data/vlm/2D/counting_control/images/nObjects=2_trial=63.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=8_trial=82.png,8,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=86.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=20_trial=84.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=16_trial=79.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=17_trial=63.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=18.png,13,[5].
data/vlm/2D/counting_control/images/nObjects=4_trial=41.png,4,"[X], [X],"
data/vlm/2D/counting_control/images/nObjects=7_trial=56.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=6_trial=67.png,6,[1].
data/vlm/2D/counting_control/images/nObjects=15_trial=95.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=17_trial=67.png,17,[1] [2]
data/vlm/2D/counting_control/images/nObjects=5_trial=81.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=16_trial=28.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=17_trial=26.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=2_trial=4.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=4_trial=15.png,4,[1]
