path,popout,n_objects,response,answer
data/vlm/2D/disjunctive_search_control/images/uniform-5_20.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_29.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_68.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_21.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_44.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_19.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_48.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_90.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_79.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_90.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_39.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_72.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_98.png,True,20,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-30_96.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_34.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_87.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_49.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_83.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_42.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_89.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_42.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_19.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_21.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_35.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_90.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_26.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_34.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_38.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_39.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_34.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-10_89.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_88.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_24.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_51.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-25_36.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_16.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_43.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_0.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/popout-40_88.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_20.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_71.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_25.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_35.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_24.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-45_56.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_19.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_56.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_50.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_20.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_43.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_84.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_21.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_1.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_16.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-30_94.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_33.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_92.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_26.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_33.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_72.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_22.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_88.png,False,35,True.,
data/vlm/2D/disjunctive_search_control/images/popout-5_96.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-40_12.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_48.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_34.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_98.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_4.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_64.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_97.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_82.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-20_63.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_89.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_74.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/popout-50_31.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-40_33.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_65.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_58.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_41.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_98.png,True,10,[false].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_19.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_24.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_16.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_66.png,True,15,[false].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_60.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_63.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_87.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_11.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_81.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_98.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_76.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_92.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_12.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-25_38.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_69.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_33.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_40.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_34.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_84.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_31.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-25_78.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_36.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_3.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_41.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_29.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_86.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_79.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_42.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_41.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_94.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_91.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_22.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-25_59.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_23.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_6.png,False,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-40_87.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_39.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_41.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_45.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_99.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_12.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_83.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_87.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_59.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_36.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_0.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_21.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-35_87.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_94.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_62.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_77.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_50.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_56.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_72.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_17.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-30_61.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_65.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_9.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_69.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_36.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_94.png,True,35,True.,
data/vlm/2D/disjunctive_search_control/images/popout-50_81.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_28.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_59.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_71.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_40.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_0.png,False,40,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-50_87.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-10_31.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_28.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_13.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_38.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_21.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_96.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-45_55.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_94.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_93.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_9.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_40.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_92.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_59.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_73.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_88.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_3.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_10.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_66.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_90.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-15_53.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_13.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_59.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_38.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-40_13.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_1.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_29.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_86.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_89.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_77.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_8.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_24.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_18.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_76.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_75.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-25_79.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_63.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_50.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_63.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_40.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_55.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_19.png,True,30,True.,
data/vlm/2D/disjunctive_search_control/images/popout-15_75.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_68.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_12.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_42.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_65.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_50.png,True,10,True.,
data/vlm/2D/disjunctive_search_control/images/popout-30_45.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_91.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_15.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-35_81.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_13.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-30_65.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_60.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_12.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_93.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_50.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_67.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_2.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_97.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_49.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_11.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_5.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-40_39.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_63.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_50.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_46.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_73.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_2.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_6.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_72.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_53.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_46.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-50_40.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_97.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_27.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_74.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-30_33.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_73.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_65.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_27.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_91.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-10_40.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_62.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_7.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-40_1.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_13.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_92.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_98.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_91.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_73.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_45.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_80.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_63.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_13.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_40.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_41.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_31.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_73.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_74.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_50.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_6.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_81.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_71.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_0.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_72.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_7.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_45.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_36.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_47.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_5.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-15_5.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_29.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_96.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_23.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_56.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-20_5.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_86.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_2.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/popout-15_83.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_39.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_43.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-5_75.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_88.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_43.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_20.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_86.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_78.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_37.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_19.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_73.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_27.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_95.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_17.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_66.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_83.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_95.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_87.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_21.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_88.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_95.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_24.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_59.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_24.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_4.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-35_95.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_80.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_79.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_61.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_10.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_28.png,True,10,True.,
data/vlm/2D/disjunctive_search_control/images/popout-5_31.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_45.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_22.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_22.png,False,40,True.,
data/vlm/2D/disjunctive_search_control/images/popout-45_36.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_5.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_5.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_40.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_30.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_77.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_24.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_66.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_69.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_0.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_7.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/popout-20_51.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_62.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_10.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_36.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_64.png,False,10,[true].,
